,Доходы гостиниц и аналогичных средств размещения,Число гостиниц и средств размещения,Численность размещенных лиц в гостиницах и ананлогичных средствах размещения,Число ночевок в гостиницах и ананлогичных средствах размещения,"Средняя численность работников, включая внешних совместителей",Число туристских фирм,"Средства, поступившие от реализации туристкого продукта",Число реализованных турпакетов населению
423,-0.41119471708108346,-0.7253289473684212,-0.42083731158271664,-0.5015413152675889,,-0.4504132231404958,-1.6984797402945069,-1.6553052910278598
424,-0.3409162844765359,-0.48684210526315796,-0.17033596461945377,-0.48996136605266716,,-0.3677685950413223,-1.6447992434582752,-1.5759277427190188
425,,,,,,,,
426,,,,,,,,
427,,,,,,,,
428,,,,,,,,
429,,,,,,,,
430,,,,,,,,
431,,,,,,,,
432,,,,,,,,
433,,,,,,,,
434,,,,,,,,
435,,,,,,,,
436,,,,,,,,
437,,,,,,,,
438,,,,,,,,
439,,,,,,,,
440,,,,,,,,
441,,,,,,,,
442,,,,,,,,
443,,,,,,,,
444,,,,,,,,
445,,,,,,,,
446,,,,,,,,
447,,,,,,,,
448,,,,,,,,
449,,,,,,,,
450,,,,,,,,
451,,,,,,,,
452,,,,,,,,
453,,,,,,,,
454,,,,,,,,
455,,,,,,,,
456,,,,,,,,
457,,,,,,,,
458,,,,,,,,
459,,,,,-2.0,,,
460,,,,,,,,
461,,,,,,,,
462,,,,,,,,
463,,,,,,,,
464,,,,,,,,
465,,,,,,,,
466,,,,,,,,
467,,,,,,,,
468,,,,,,,,
469,,,,,,,,
470,,,,,,,,
471,,,,,,,,
472,,,,,,,,
473,,,,,,,,
474,,,,,,,,
475,,,,,,,,
476,,,,,,,,
477,,,,,,,,
478,,,,,,,,
479,,,,,,,,
480,,,,,,,,
481,,,,,,,,
482,,,,,,,,
483,,,,,,,,
484,,,,,,,,
485,,,,,,,,
486,,,,,,,,
487,,,,,,,,
488,,,,,,,,
489,,,,,,,,
490,,,,,,,,
491,,,,,,,,
492,,,,,,,,
493,,,,,-1.3970242756460456,-1.724517906336088,,
494,,,,,-1.5927956147220046,-1.7451790633608815,,
495,,,,,-1.563429913860611,-1.7038567493112948,,
496,,,,,-1.4577133907595927,-1.6694214876033058,,
497,,,,,-1.2932654659357872,-1.5730027548209367,,
498,,,,,-1.2932654659357872,-1.5385674931129476,,
499,,,,,-1.5947533281127644,-1.6487603305785123,,
500,-0.5479605375452448,-0.9967105263157894,-0.9951467011072177,-0.7171167209003955,-1.3245888801879406,-1.393939393939394,,-1.8098969694751552
501,-0.6737986672964147,-0.980263157894737,-1.152454852219221,-0.8273347631417634,-1.3637431480031323,-1.3388429752066116,-1.8713591740978661,-1.7506832487049508
502,-0.38926729161445395,-0.7664473684210527,-0.8943695710027055,-0.28272087259029566,-1.1464369616288175,-1.2148760330578512,-1.8645617925074343,-1.7182281545966176
503,-0.21823836877826897,-0.6348684210526316,-0.7208109325794698,-0.1501024224828451,-1.0211433046202036,-0.9807162534435261,-1.845089244914778,-1.661871893096146
504,-0.06149623860193376,-0.6184210526315788,-0.8181652119307796,-0.22561513875013395,-0.9173844949099452,-0.8911845730027548,-1.8126627072722632,-1.6480951716082226
505,-0.35560783097693904,-0.46217105263157876,-0.8893856026668472,-0.5756344866276,-1.2756460454189507,-1.1873278236914602,-1.4785468666800243,-1.845692089900992
506,-0.4045484232922629,-0.17434210526315796,-0.7289755842482333,-0.6761947324691762,,-1.1666666666666667,-1.677883382963635,-1.8096036444069021
507,-0.5237455497167902,-0.10032894736842124,-0.6150352148021225,-0.5999501705920118,,-0.9738292011019285,-1.7547244233346873,-1.6015415500257957
508,-0.6410413309120606,-0.0592105263157896,-0.5605438685158424,-0.47423467375493944,,-0.9118457300275482,-1.773226056570886,-1.6840699772936119
509,-0.5116872470556368,-0.38815789473684204,-0.6380263836720972,-0.5937224612002518,,-0.9462809917355373,-1.7197042559089741,-1.6706905693416867
510,,,,,-2.0,,,
511,,,,,,,,
512,,,,,,,,
513,,,,,,,,
514,,,,,,,,
515,,,,,,,,
516,,,,,,,,
517,,,,,,,,
518,,,,,,,,
519,,,,,,,,
520,,,,,,,,
521,,,,,,,,
522,,,,,,,,
523,,,,,,,,
524,,,,,,,,
525,,,,,,,,
526,,,,,,,,
527,,,,,,,,
528,,,,,,,,
529,,,,,,,,
530,,,,,,,,
531,,,,,,,,
532,,,,,,,,
533,,,,,,,,
534,,,,,,,,
535,,,,,,,,
536,,,,,,,,
537,,,,,,,,
538,,,,,,,,
539,,,,,,,,
540,,,,,,,,
541,,,,,,,,
542,,,,,,,,
543,,,,,,,,
544,,,,,-1.9784651527016446,-1.9793388429752066,,
545,,,,,-1.9099451840250588,-1.9517906336088153,,
546,,,,,-1.9647611589663274,-1.9586776859504131,,
547,,,,,-1.960845732184808,-1.9517906336088153,,
548,,,,,-1.8962411902897416,-1.9311294765840221,,
549,,,,,-1.8766640563821457,-1.8898071625344353,,
550,,,,,-1.8707909162098668,-1.9517906336088153,,
551,-1.5554667725223412,-1.5641447368421053,-1.770003659211291,-1.6385746783192017,-1.80814408770556,-1.9449035812672175,,-1.9923451619284953
552,-1.4866794466374786,-1.629934210526316,-1.741334001367973,-1.4736439444496277,-1.8198903680501175,-1.9449035812672175,-1.9995580246406903,-1.9925438660069894
553,-1.4094924740429835,-1.5230263157894737,-1.5780847384626877,-1.3733184597773846,-1.8825371965544244,-1.8760330578512396,-1.9810704912976864,-1.950920092611997
554,-1.4341704040991625,-1.5970394736842106,-1.6317502818818268,-1.428467505323062,-1.8786217697729053,-1.827823691460055,-1.9683347493664853,-1.9391681656839268
555,-1.4564388969565831,-1.588815789473684,-1.7194196152400605,-1.477426138689989,-1.8747063429913862,-1.8140495867768596,-1.9693370748538281,-1.9504564497621777
556,-1.4318517820366012,-1.4490131578947367,-1.5945978777741723,-1.6332818157696196,-1.784651527016445,-1.8209366391184574,-1.8609669041109411,-1.9632113591816935
557,-1.366874653709115,-1.399671052631579,-1.6472858515165592,-1.702833329942845,,-1.862258953168044,-1.965387657241714,-1.9706580310757282
558,-1.3696876393266653,-1.350328947368421,-1.5978894171174052,-1.6405134291535974,,-1.8484848484848484,-1.944140404879323,-1.966333851843741
559,-1.2928514444649335,-1.2927631578947367,-1.5764593950103998,-1.5977755870356245,,-1.896694214876033,-1.9472573980365044,-1.9552537339429599
560,-1.1106748481409663,-1.268092105263158,-1.4463881483573817,-1.5058499014660383,,-1.800275482093664,-1.7691731146479,-1.961328401485489
